name,numb_ops,numb_auto,op_typ,mon,day,hu_sch,op_data1,op_data2,op_data3
agrl1756_mgt_172_1,128,0,plnt,3,14,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,21,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,8,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,8,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,till,9,26,0,fallplow,null,0
agrl1756_mgt_172_1,128,0,fert,9,26,0,elem_n,broadcast,25
agrl1756_mgt_172_1,128,0,fert,9,26,0,elem_p,broadcast,25
agrl1756_mgt_172_1,128,0,plnt,9,26,0,trit,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,fert,3,29,0,elem_n,broadcast,55
agrl1756_mgt_172_1,128,0,fert,5,29,0,elem_n,broadcast,35
agrl1756_mgt_172_1,128,0,harv,8,9,0,trit,grain,0
agrl1756_mgt_172_1,128,0,kill,8,9,0,trit,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,plnt,3,19,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,22,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,12,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,12,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,till,3,16,0,landlevl,null,0
agrl1756_mgt_172_1,128,0,fert,3,16,0,elem_n,broadcast,60
agrl1756_mgt_172_1,128,0,fert,3,16,0,elem_p,broadcast,8
agrl1756_mgt_172_1,128,0,plnt,3,16,0,oats,null,0
agrl1756_mgt_172_1,128,0,fert,5,13,0,elem_n,broadcast,60
agrl1756_mgt_172_1,128,0,harv,8,1,0,oats,grain,0
agrl1756_mgt_172_1,128,0,kill,8,1,0,oats,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,plnt,3,20,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,19,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,14,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,14,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,plnt,3,18,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,27,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,12,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,12,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,till,10,2,0,fallplow,null,0
agrl1756_mgt_172_1,128,0,fert,10,2,0,elem_n,broadcast,25
agrl1756_mgt_172_1,128,0,fert,10,2,0,elem_p,broadcast,25
agrl1756_mgt_172_1,128,0,plnt,10,2,0,trit,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,fert,3,22,0,elem_n,broadcast,55
agrl1756_mgt_172_1,128,0,fert,5,31,0,elem_n,broadcast,35
agrl1756_mgt_172_1,128,0,harv,8,9,0,trit,grain,0
agrl1756_mgt_172_1,128,0,kill,8,9,0,trit,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,plnt,3,10,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,20,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,2,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,2,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,till,3,16,0,landlevl,null,0
agrl1756_mgt_172_1,128,0,fert,3,16,0,elem_n,broadcast,60
agrl1756_mgt_172_1,128,0,fert,3,16,0,elem_p,broadcast,8
agrl1756_mgt_172_1,128,0,plnt,3,16,0,oats,null,0
agrl1756_mgt_172_1,128,0,fert,5,3,0,elem_n,broadcast,60
agrl1756_mgt_172_1,128,0,harv,8,13,0,oats,grain,0
agrl1756_mgt_172_1,128,0,kill,8,13,0,oats,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,plnt,3,19,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,16,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,1,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,1,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,plnt,3,17,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,21,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,8,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,8,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,till,9,26,0,fallplow,null,0
agrl1756_mgt_172_1,128,0,fert,9,26,0,elem_n,broadcast,25
agrl1756_mgt_172_1,128,0,fert,9,26,0,elem_p,broadcast,25
agrl1756_mgt_172_1,128,0,plnt,9,26,0,trit,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,fert,3,26,0,elem_n,broadcast,55
agrl1756_mgt_172_1,128,0,fert,5,10,0,elem_n,broadcast,35
agrl1756_mgt_172_1,128,0,harv,7,30,0,trit,grain,0
agrl1756_mgt_172_1,128,0,kill,7,30,0,trit,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,plnt,3,18,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,25,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,10,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,10,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,till,3,19,0,landlevl,null,0
agrl1756_mgt_172_1,128,0,fert,3,19,0,elem_n,broadcast,60
agrl1756_mgt_172_1,128,0,fert,3,19,0,elem_p,broadcast,8
agrl1756_mgt_172_1,128,0,plnt,3,19,0,oats,null,0
agrl1756_mgt_172_1,128,0,fert,5,14,0,elem_n,broadcast,60
agrl1756_mgt_172_1,128,0,harv,8,4,0,oats,grain,0
agrl1756_mgt_172_1,128,0,kill,8,4,0,oats,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1756_mgt_172_1,128,0,plnt,3,19,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,harv,6,29,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,harv,9,3,0,fesc_mgt,hay_cut_low,0
agrl1756_mgt_172_1,128,0,kill,9,3,0,fesc_mgt,null,0
agrl1756_mgt_172_1,128,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,till,3,22,0,landlevl,null,0
agrl1811_mgt_173_1,124,0,fert,3,22,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,fert,3,22,0,elem_p,broadcast,8
agrl1811_mgt_173_1,124,0,plnt,3,22,0,oats,null,0
agrl1811_mgt_173_1,124,0,fert,5,5,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,harv,8,4,0,oats,grain,0
agrl1811_mgt_173_1,124,0,kill,8,4,0,oats,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,13,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,19,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,1,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,1,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,till,3,25,0,landlevl,null,0
agrl1811_mgt_173_1,124,0,fert,3,25,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,fert,3,25,0,elem_p,broadcast,8
agrl1811_mgt_173_1,124,0,plnt,3,25,0,oats,null,0
agrl1811_mgt_173_1,124,0,fert,5,14,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,harv,8,7,0,oats,grain,0
agrl1811_mgt_173_1,124,0,kill,8,7,0,oats,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,19,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,29,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,1,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,1,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,14,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,30,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,9,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,9,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,till,3,29,0,landlevl,null,0
agrl1811_mgt_173_1,124,0,fert,3,29,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,fert,3,29,0,elem_p,broadcast,8
agrl1811_mgt_173_1,124,0,plnt,3,29,0,oats,null,0
agrl1811_mgt_173_1,124,0,fert,5,9,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,harv,8,7,0,oats,grain,0
agrl1811_mgt_173_1,124,0,kill,8,7,0,oats,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,12,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,28,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,1,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,1,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,till,4,7,0,landlevl,null,0
agrl1811_mgt_173_1,124,0,fert,4,7,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,fert,4,7,0,elem_p,broadcast,8
agrl1811_mgt_173_1,124,0,plnt,4,7,0,oats,null,0
agrl1811_mgt_173_1,124,0,fert,5,7,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,harv,8,15,0,oats,grain,0
agrl1811_mgt_173_1,124,0,kill,8,15,0,oats,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,14,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,23,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,5,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,5,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,14,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,28,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,14,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,14,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,till,3,22,0,landlevl,null,0
agrl1811_mgt_173_1,124,0,fert,3,22,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,fert,3,22,0,elem_p,broadcast,8
agrl1811_mgt_173_1,124,0,plnt,3,22,0,oats,null,0
agrl1811_mgt_173_1,124,0,fert,5,5,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,harv,8,1,0,oats,grain,0
agrl1811_mgt_173_1,124,0,kill,8,1,0,oats,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,20,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,30,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,2,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,2,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,till,3,28,0,landlevl,null,0
agrl1811_mgt_173_1,124,0,fert,3,28,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,fert,3,28,0,elem_p,broadcast,8
agrl1811_mgt_173_1,124,0,plnt,3,28,0,oats,null,0
agrl1811_mgt_173_1,124,0,fert,5,11,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,harv,8,15,0,oats,grain,0
agrl1811_mgt_173_1,124,0,kill,8,15,0,oats,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,17,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,21,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,11,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,11,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,20,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,29,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,5,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,5,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,till,3,17,0,landlevl,null,0
agrl1811_mgt_173_1,124,0,fert,3,17,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,fert,3,17,0,elem_p,broadcast,8
agrl1811_mgt_173_1,124,0,plnt,3,17,0,oats,null,0
agrl1811_mgt_173_1,124,0,fert,5,3,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,harv,8,12,0,oats,grain,0
agrl1811_mgt_173_1,124,0,kill,8,12,0,oats,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,15,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,25,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,10,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,10,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,till,4,4,0,landlevl,null,0
agrl1811_mgt_173_1,124,0,fert,4,4,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,fert,4,4,0,elem_p,broadcast,8
agrl1811_mgt_173_1,124,0,plnt,4,4,0,oats,null,0
agrl1811_mgt_173_1,124,0,fert,5,13,0,elem_n,broadcast,60
agrl1811_mgt_173_1,124,0,harv,8,15,0,oats,grain,0
agrl1811_mgt_173_1,124,0,kill,8,15,0,oats,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,16,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,29,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,1,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,1,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1811_mgt_173_1,124,0,plnt,3,19,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,harv,6,24,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,harv,9,14,0,fesc_mgt,hay_cut_low,0
agrl1811_mgt_173_1,124,0,kill,9,14,0,fesc_mgt,null,0
agrl1811_mgt_173_1,124,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,till,3,23,0,landlevl,null,0
agrl1839_mgt_174_1,120,0,fert,3,23,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,fert,3,23,0,elem_p,broadcast,8
agrl1839_mgt_174_1,120,0,plnt,3,23,0,oats,null,0
agrl1839_mgt_174_1,120,0,fert,5,9,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,harv,8,12,0,oats,grain,0
agrl1839_mgt_174_1,120,0,kill,8,12,0,oats,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,10,0,lmix,null,0
agrl1839_mgt_174_1,120,0,till,9,8,0,fallplow,null,0
agrl1839_mgt_174_1,120,0,kill,9,22,0,lmix,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,13,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,harv,6,23,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,harv,9,13,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,kill,9,13,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,13,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,harv,6,29,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,harv,9,8,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,kill,9,8,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,till,3,22,0,landlevl,null,0
agrl1839_mgt_174_1,120,0,fert,3,22,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,fert,3,22,0,elem_p,broadcast,8
agrl1839_mgt_174_1,120,0,plnt,3,22,0,oats,null,0
agrl1839_mgt_174_1,120,0,fert,5,10,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,harv,8,14,0,oats,grain,0
agrl1839_mgt_174_1,120,0,kill,8,14,0,oats,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,till,3,20,0,landlevl,null,0
agrl1839_mgt_174_1,120,0,fert,3,20,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,fert,3,20,0,elem_p,broadcast,8
agrl1839_mgt_174_1,120,0,plnt,3,20,0,oats,null,0
agrl1839_mgt_174_1,120,0,fert,5,15,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,harv,8,1,0,oats,grain,0
agrl1839_mgt_174_1,120,0,kill,8,1,0,oats,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,12,0,lmix,null,0
agrl1839_mgt_174_1,120,0,till,9,11,0,fallplow,null,0
agrl1839_mgt_174_1,120,0,kill,9,26,0,lmix,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,17,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,harv,6,29,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,harv,9,10,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,kill,9,10,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,17,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,harv,6,15,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,harv,9,7,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,kill,9,7,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,till,4,8,0,landlevl,null,0
agrl1839_mgt_174_1,120,0,fert,4,8,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,fert,4,8,0,elem_p,broadcast,8
agrl1839_mgt_174_1,120,0,plnt,4,8,0,oats,null,0
agrl1839_mgt_174_1,120,0,fert,5,3,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,harv,8,12,0,oats,grain,0
agrl1839_mgt_174_1,120,0,kill,8,12,0,oats,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,till,3,26,0,landlevl,null,0
agrl1839_mgt_174_1,120,0,fert,3,26,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,fert,3,26,0,elem_p,broadcast,8
agrl1839_mgt_174_1,120,0,plnt,3,26,0,oats,null,0
agrl1839_mgt_174_1,120,0,fert,5,10,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,harv,8,1,0,oats,grain,0
agrl1839_mgt_174_1,120,0,kill,8,1,0,oats,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,10,0,lmix,null,0
agrl1839_mgt_174_1,120,0,till,9,2,0,fallplow,null,0
agrl1839_mgt_174_1,120,0,kill,9,24,0,lmix,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,20,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,harv,6,21,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,harv,9,8,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,kill,9,8,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,10,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,harv,6,26,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,harv,9,5,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,kill,9,5,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,till,3,25,0,landlevl,null,0
agrl1839_mgt_174_1,120,0,fert,3,25,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,fert,3,25,0,elem_p,broadcast,8
agrl1839_mgt_174_1,120,0,plnt,3,25,0,oats,null,0
agrl1839_mgt_174_1,120,0,fert,5,14,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,harv,8,13,0,oats,grain,0
agrl1839_mgt_174_1,120,0,kill,8,13,0,oats,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,till,3,21,0,landlevl,null,0
agrl1839_mgt_174_1,120,0,fert,3,21,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,fert,3,21,0,elem_p,broadcast,8
agrl1839_mgt_174_1,120,0,plnt,3,21,0,oats,null,0
agrl1839_mgt_174_1,120,0,fert,5,2,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,harv,8,3,0,oats,grain,0
agrl1839_mgt_174_1,120,0,kill,8,3,0,oats,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,11,0,lmix,null,0
agrl1839_mgt_174_1,120,0,till,9,7,0,fallplow,null,0
agrl1839_mgt_174_1,120,0,kill,9,18,0,lmix,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,10,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,harv,6,16,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,harv,9,1,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,kill,9,1,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,plnt,3,15,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,harv,6,25,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,harv,9,4,0,fesc_mgt,hay_cut_low,0
agrl1839_mgt_174_1,120,0,kill,9,4,0,fesc_mgt,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1839_mgt_174_1,120,0,till,3,29,0,landlevl,null,0
agrl1839_mgt_174_1,120,0,fert,3,29,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,fert,3,29,0,elem_p,broadcast,8
agrl1839_mgt_174_1,120,0,plnt,3,29,0,oats,null,0
agrl1839_mgt_174_1,120,0,fert,5,11,0,elem_n,broadcast,60
agrl1839_mgt_174_1,120,0,harv,8,11,0,oats,grain,0
agrl1839_mgt_174_1,120,0,kill,8,11,0,oats,null,0
agrl1839_mgt_174_1,120,0,skip,0,0,0,null,null,0
agrl1906_mgt_175_1,156,0,fert,3,27,0,elem_n,broadcast,55
agrl1906_mgt_175_1,156,0,fert,5,29,0,elem_n,broadcast,35
agrl1906_mgt_175_1,156,0,harv,8,8,0,trit,grain,0
agrl1906_mgt_175_1,156,0,kill,8,8,0,trit,null,0
agrl1906_mgt_175_1,156,0,till,9,7,0,fallplow,null,0
agrl1906_mgt_175_1,156,0,fert,10,15,0,swine_fr,broadcast,25000
agrl1906_mgt_175_1,156,0,skip,0,0,0,null,null,0
agrl1906_mgt_175_1,156,0,till,4,6,0,fallplow,null,0
agrl1906_mgt_175_1,156,0,fert,4,6,0,elem_n,broadcast,70
agrl1906_mgt_175_1,156,0,plnt,4,30,0,pota,null,0
agrl1906_mgt_175_1,156,0,harv,8,20,0,pota,tuber,0
agrl1906_mgt_175_1,156,0,kill,8,20,0,pota,null,0
agrl1906_mgt_175_1,156,0,skip,0,0,0,null,null,0
agrl1906_mgt_175_1,156,0,plnt,3,20,0,fesc_mgt,null,0
agrl1906_mgt_175_1,156,0,harv,6,15,0,fesc_mgt,hay_cut_low,0
agrl1906_mgt_175_1,156,0,harv,9,15,0,fesc_mgt,hay_cut_low,0
agrl1906_mgt_175_1,156,0,kill,9,15,0,fesc_mgt,null,0
agrl1906_mgt_175_1,156,0,till,10,3,0,fallplow,null,0
agrl1906_mgt_175_1,156,0,fert,10,3,0,elem_n,broadcast,25
agrl1906_mgt_175_1,156,0,fert,10,3,0,elem_p,broadcast,25
agrl1906_mgt_175_1,156,0,plnt,10,3,0,trit,null,0
agrl1906_mgt_175_1,156,0,skip,0,0,0,null,null,0
agrl1906_mgt_175_1,156,0,fert,3,24,0,elem_n,broadcast,55
agrl1906_mgt_175_1,156,0,fert,5,31,0,elem_n,broadcast,35
agrl1906_mgt_175_1,156,0,harv,8,2,0,trit,grain,0
agrl1906_mgt_175_1,156,0,kill,8,2,0,trit,null,0
agrl1906_mgt_175_1,156,0,till,8,7,0,fallplow,null,0
agrl1906_mgt_175_1,156,0,fert,8,7,0,elem_n,broadcast,25
